destination,category,user_url,username,stars,time,text
JIH Hospital,Hospital,https://www.google.com/maps/contrib/100789689168883761329/reviews?hl=en,Asanka Sudusinghe,1,6 months ago,Not recommended.there are very bad orthopedic doctors. I will attach before and after photo of my finger operation. Because he choose very bad method. I not mention doctor name. Because its not hospital problem. I did another operation and corrected it. But still i cant fold my finger.
JIH Hospital,Hospital,https://www.google.com/maps/contrib/100789689168883761329/reviews?hl=en,Asanka Sudusinghe,1,6 months ago,Not recommended.there are very bad orthopedic doctors. I will attach before and after photo of my finger operation. Because he choose very bad method. I not mention doctor name. Because its not hospital problem. I did another operation and corrected it. But still i cant fold my finger.
JIH Hospital,Hospital,https://www.google.com/maps/contrib/118264744146616938631/reviews?hl=en,Lusia Sabandar,3,6 months ago,"update : i give more stars because the customer service reach me and make a promises to make the service better.. i'll give full star when the service applied!

it takes years to wait for lab test and then payment - 2-4 hours, didnt include to redeem medicines!! Very disappointed and please fix it up (ER service)"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/118264744146616938631/reviews?hl=en,Lusia Sabandar,3,6 months ago,"update : i give more stars because the customer service reach me and make a promises to make the service better.. i'll give full star when the service applied!

it takes years to wait for lab test and then payment - 2-4 hours, didnt include to redeem medicines!! Very disappointed and please fix it up (ER service)"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/102079164243609370790/reviews?hl=en,Zain Yusufa,5,7 years ago,"Great hospital, one of the best in Yogyakarta. At first glance it's more like a hotel. In addition the lobby, looks luxury and spacious. There is a price for quality. Medical services as the name implies, international standards. So, need more money than the others hospital. Didn't bring money? There's an ATM center next to the lobby. Interior and exterior so awesome, managed perfectly. Spacious parking lot and a mosque in front corner the hospital. But, I think it small mosque for an international hospital"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/102079164243609370790/reviews?hl=en,Zain Yusufa,5,7 years ago,"Great hospital, one of the best in Yogyakarta. At first glance it's more like a hotel. In addition the lobby, looks luxury and spacious. There is a price for quality. Medical services as the name implies, international standards. So, need more money than the others hospital. Didn't bring money? There's an ATM center next to the lobby. Interior and exterior so awesome, managed perfectly. Spacious parking lot and a mosque in front corner the hospital. But, I think it small mosque for an international hospital"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/117077008695768833916/reviews?hl=en,greatmove,1,7 months ago,"worst dr that i ever seen,especially dr lady that in ENT, always criticising others peoples racits without proper evidence or proof,  just simply said only. Always dun want listen peoples try to deliver correct message and keep on saying rude on her. Talk a bit loud she already change face and not happy due to try to get her attention."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/117077008695768833916/reviews?hl=en,greatmove,1,7 months ago,"worst dr that i ever seen,especially dr lady that in ENT, always criticising others peoples racits without proper evidence or proof,  just simply said only. Always dun want listen peoples try to deliver correct message and keep on saying rude on her. Talk a bit loud she already change face and not happy due to try to get her attention."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/100463589798675661658/reviews?hl=en,lutfia nursetya,5,Edited 4 years ago,"Five stars for the services, the staffs are so friendly and helpful. The building is very huge, cozy and clean waiting room. Kids clinics are separated with adult clinics therefor not so crowded in the admission."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/100463589798675661658/reviews?hl=en,lutfia nursetya,5,Edited 4 years ago,"Five stars for the services, the staffs are so friendly and helpful. The building is very huge, cozy and clean waiting room. Kids clinics are separated with adult clinics therefor not so crowded in the admission."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/104162725738881200821/reviews?hl=en,Seno Pamardiyanto,5,Edited 6 years ago,"Great hospital, spacious and cheap parking, beautiful and well managed garden; modern, good furnished, nice, clean, and tidy building; helpful staff, nurse, and doctor, mostly young specialist doctors; foodcourt and restaurant which sell choices of food and drinks available at ground floor, and convenient store located at 3rd floor; good view to all around the buildings, including mount Merapi to the north. May I suggest, would you please put more wall clock, especially at the east lobby, above entrance door, for example; and more over, around the outpatients waiting rooms, should be very helpful . . . . ."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/104162725738881200821/reviews?hl=en,Seno Pamardiyanto,5,Edited 6 years ago,"Great hospital, spacious and cheap parking, beautiful and well managed garden; modern, good furnished, nice, clean, and tidy building; helpful staff, nurse, and doctor, mostly young specialist doctors; foodcourt and restaurant which sell choices of food and drinks available at ground floor, and convenient store located at 3rd floor; good view to all around the buildings, including mount Merapi to the north. May I suggest, would you please put more wall clock, especially at the east lobby, above entrance door, for example; and more over, around the outpatients waiting rooms, should be very helpful . . . . ."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/110348984113800722990/reviews?hl=en,Ghani Dhyaksa,5,3 years ago,"Regular visitor of dentists in this hospital. a satisfied customer, had my son delivered here, less expensive than in jakarta & its neighbors. Clear queues can be seen from its app, friendly front lines, clean and maintained toilets, affordable canteen on the eastern part of the complex, clean mosque on the western front. Also a parsley bakery inside 👏🏼"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/110348984113800722990/reviews?hl=en,Ghani Dhyaksa,5,3 years ago,"Regular visitor of dentists in this hospital. a satisfied customer, had my son delivered here, less expensive than in jakarta & its neighbors. Clear queues can be seen from its app, friendly front lines, clean and maintained toilets, affordable canteen on the eastern part of the complex, clean mosque on the western front. Also a parsley bakery inside 👏🏼"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/104392105642460446568/reviews?hl=en,Abdul Basith,5,Edited 8 years ago,"Jogja International Hotel yes.. It's a hotel in terms of services & comfortable environment. It's a hospital that tastes like a hotel.

You can register online
You can monitor your queue online
You can have a cup of sizzling chocolate drink at ***ley corner
What else??
Your children can play at children corner
Etc"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/104392105642460446568/reviews?hl=en,Abdul Basith,5,Edited 8 years ago,"Jogja International Hotel yes.. It's a hotel in terms of services & comfortable environment. It's a hospital that tastes like a hotel.

You can register online
You can monitor your queue online
You can have a cup of sizzling chocolate drink at ***ley corner
What else??
Your children can play at children corner
Etc"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/115907027310686078646/reviews?hl=en,Marissa Feline,1,8 months ago,"Not recommended. I came in with a high fever and flu for 2 days. At night, I intended to do a blood test, but the doctor refused to run it even though blood had already been taken, saying that tests would only be done if I was admitted. The problem is, I had a flight to Malaysia in 2 days, so admission was not possible. The doctor only gave me an IV of paracetamol and prescribed paracetamol tablets along with flu medicine. After arriving in Malaysia, I did a test and was confirmed positive for Influenza A. If the hospital had known earlier, they could have prescribed antiviral medication to reduce the symptoms. For an international hospital of this standard to not do any diagnostic tests is very disappointing!"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/115907027310686078646/reviews?hl=en,Marissa Feline,1,8 months ago,"Not recommended. I came in with a high fever and flu for 2 days. At night, I intended to do a blood test, but the doctor refused to run it even though blood had already been taken, saying that tests would only be done if I was admitted. The problem is, I had a flight to Malaysia in 2 days, so admission was not possible. The doctor only gave me an IV of paracetamol and prescribed paracetamol tablets along with flu medicine. After arriving in Malaysia, I did a test and was confirmed positive for Influenza A. If the hospital had known earlier, they could have prescribed antiviral medication to reduce the symptoms. For an international hospital of this standard to not do any diagnostic tests is very disappointing!"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/111654876743644016822/reviews?hl=en,Devina Y,5,a year ago,"A Very Pleasant Experience with Drg. Endo, the Dentist.

We made a last-minute appointment for our child’s teeth scaling, just one day in advance, taking a chance since we had never visited Dr. Endo Rizqon Mannait before. The patient being treated for scaling was a child with special needs, so when we registered at admission, we were already prepared for the possibility of being rejected. Thankfully, that didn’t happen.

When we arrived at the examination room, the dentist showed positive vibes, was very talkative, and managed to gain the child’s trust right away. What started as a simple scaling appointment turned into a consultation about a tooth root that was still left behind. Initially, we thought the dentist would order an X-ray and refer us to an oral surgeon. To our surprise, drg. Endo had already planned to extract the tooth right then and there.

Honestly, as parents, we were nervous, fearing the child might have a tantrum. We were almost certain that we would be referred and the procedure would require a hospital operating room with general anesthesia. But, long story short, after about an hour of careful and patient work, the remaining tooth root was successfully extracted—without an anesthetic injection and without a referral to a surgeon. It was all done that very day.

After the procedure, our child was all smiles and didn’t end up holding a grudge against Mr. Dentist. Thank you, Drg. Endo. Very well done!

We would definitely come back for any dental issues in the future."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/111654876743644016822/reviews?hl=en,Devina Y,5,a year ago,"A Very Pleasant Experience with Drg. Endo, the Dentist.

We made a last-minute appointment for our child’s teeth scaling, just one day in advance, taking a chance since we had never visited Dr. Endo Rizqon Mannait before. The patient being treated for scaling was a child with special needs, so when we registered at admission, we were already prepared for the possibility of being rejected. Thankfully, that didn’t happen.

When we arrived at the examination room, the dentist showed positive vibes, was very talkative, and managed to gain the child’s trust right away. What started as a simple scaling appointment turned into a consultation about a tooth root that was still left behind. Initially, we thought the dentist would order an X-ray and refer us to an oral surgeon. To our surprise, drg. Endo had already planned to extract the tooth right then and there.

Honestly, as parents, we were nervous, fearing the child might have a tantrum. We were almost certain that we would be referred and the procedure would require a hospital operating room with general anesthesia. But, long story short, after about an hour of careful and patient work, the remaining tooth root was successfully extracted—without an anesthetic injection and without a referral to a surgeon. It was all done that very day.

After the procedure, our child was all smiles and didn’t end up holding a grudge against Mr. Dentist. Thank you, Drg. Endo. Very well done!

We would definitely come back for any dental issues in the future."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/113304719049754349602/reviews?hl=en,Yessy,4,7 years ago,Little bit overpriced but the service is very nice. It is clean and comfortable hospital. With spacious parking area and the staff is quite friendly.
JIH Hospital,Hospital,https://www.google.com/maps/contrib/113304719049754349602/reviews?hl=en,Yessy,4,7 years ago,Little bit overpriced but the service is very nice. It is clean and comfortable hospital. With spacious parking area and the staff is quite friendly.
JIH Hospital,Hospital,https://www.google.com/maps/contrib/106490970841380545540/reviews?hl=en,Sri Yanto Qodarbaskoro,5,5 years ago,"One of the best private hospital in Yogyakarta. Very good hospitality and treatment, need to pick a doctor and book well in advance for outpatient. Room are available from economic to VVIP. price are not cheap compare to public hospital, but i think its worthed. you can use BPJS but up until VIP C room only (which normally full). and at the time of writing it was 25% covered."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/106490970841380545540/reviews?hl=en,Sri Yanto Qodarbaskoro,5,5 years ago,"One of the best private hospital in Yogyakarta. Very good hospitality and treatment, need to pick a doctor and book well in advance for outpatient. Room are available from economic to VVIP. price are not cheap compare to public hospital, but i think its worthed. you can use BPJS but up until VIP C room only (which normally full). and at the time of writing it was 25% covered."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/107246731667622733473/reviews?hl=en,Ar-Rizq Al-Nami,5,Edited a year ago,Great service especially for pediatric 👍 …
JIH Hospital,Hospital,https://www.google.com/maps/contrib/107246731667622733473/reviews?hl=en,Ar-Rizq Al-Nami,5,Edited a year ago,Great service especially for pediatric 👍 …
JIH Hospital,Hospital,https://www.google.com/maps/contrib/111660915190542576045/reviews?hl=en,Nur IA Maliki,5,5 years ago,"The best place of hospital, doctors and nurses. Covid19 protocol is very good and safe. It's okay come to hospital for medical check up."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/111660915190542576045/reviews?hl=en,Nur IA Maliki,5,5 years ago,"The best place of hospital, doctors and nurses. Covid19 protocol is very good and safe. It's okay come to hospital for medical check up."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/105859994648991328153/reviews?hl=en,Gema Antika Hariadi,4,4 years ago,"Cool hospital, they have great brand.
The parking area will make you confusing  for first visit."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/105859994648991328153/reviews?hl=en,Gema Antika Hariadi,4,4 years ago,"Cool hospital, they have great brand.
The parking area will make you confusing  for first visit."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/118261253058635376090/reviews?hl=en,Raymond Frederik Sabandar (Erik),1,Edited 6 months ago,"[Update]
Now it tooks years in ER to get lab test to payment - 2-4 hours, didnt include redeeming the medicines! Please fix it up.

[Update]
Now it's improved! Thanks JIH for listening and keep improving. I'll update to 5 stars.

[Update] Just got phoned by JIH and they said will improve its service.  I'll update into 3stars and need proof in next.

It took 1.5 hrs to wait for doc to come and not stop in there, also it took a loooooooong time to wait for standard medicine in pharmacy. This is only happened in Pediatrician. Please improve this service."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/118261253058635376090/reviews?hl=en,Raymond Frederik Sabandar (Erik),1,Edited 6 months ago,"[Update]
Now it tooks years in ER to get lab test to payment - 2-4 hours, didnt include redeeming the medicines! Please fix it up.

[Update]
Now it's improved! Thanks JIH for listening and keep improving. I'll update to 5 stars.

[Update] Just got phoned by JIH and they said will improve its service.  I'll update into 3stars and need proof in next.

It took 1.5 hrs to wait for doc to come and not stop in there, also it took a loooooooong time to wait for standard medicine in pharmacy. This is only happened in Pediatrician. Please improve this service."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/111942007550871643150/reviews?hl=en,fajar zona,5,4 years ago,Best hospital in Jogja for now. Known for its facility and it's modern design.
JIH Hospital,Hospital,https://www.google.com/maps/contrib/111942007550871643150/reviews?hl=en,fajar zona,5,4 years ago,Best hospital in Jogja for now. Known for its facility and it's modern design.
JIH Hospital,Hospital,https://www.google.com/maps/contrib/109088585052632644233/reviews?hl=en,Keliek JS URIP IKU URUP,5,2 years ago,"Been here several times for dr THT and dr syaraf.... good clean area, kind nurses, good doctors ....."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/109088585052632644233/reviews?hl=en,Keliek JS URIP IKU URUP,5,2 years ago,"Been here several times for dr THT and dr syaraf.... good clean area, kind nurses, good doctors ....."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/116332691327789608482/reviews?hl=en,myrna ceicillia,5,9 years ago,Fast response and friendly staff. Large parking lot. Free Wifi. Comfortable waiting room. Nice mosque... Love this place.
JIH Hospital,Hospital,https://www.google.com/maps/contrib/116332691327789608482/reviews?hl=en,myrna ceicillia,5,9 years ago,Fast response and friendly staff. Large parking lot. Free Wifi. Comfortable waiting room. Nice mosque... Love this place.
JIH Hospital,Hospital,https://www.google.com/maps/contrib/118284307006128542702/reviews?hl=en,Widiya Cahyani,5,3 years ago,It's a good hospital I've ever visited. The FO and doctors are very kind and professional.
JIH Hospital,Hospital,https://www.google.com/maps/contrib/118284307006128542702/reviews?hl=en,Widiya Cahyani,5,3 years ago,It's a good hospital I've ever visited. The FO and doctors are very kind and professional.
JIH Hospital,Hospital,https://www.google.com/maps/contrib/100789735555993092888/reviews?hl=en,Aloysius Gonzaga H Winantyo,4,9 years ago,"Comfortable lounge to waiting, but the canteen isn't delicious enough.
There also have live gamelan performance. Nice 👏 …"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/100789735555993092888/reviews?hl=en,Aloysius Gonzaga H Winantyo,4,9 years ago,"Comfortable lounge to waiting, but the canteen isn't delicious enough.
There also have live gamelan performance. Nice 👏 …"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/104921152507423229901/reviews?hl=en,Aulia Lanjaringtyas W,5,2 years ago,"staff was extremely caring and attentive, facilities were clean and well-maintained, and the medical care I received was top-notch. The doctors were knowledgeable and took the time to explain everything thoroughly. Overall, I felt well taken care of and would highly recommend this hospital for anyone in need of medical attention"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/104921152507423229901/reviews?hl=en,Aulia Lanjaringtyas W,5,2 years ago,"staff was extremely caring and attentive, facilities were clean and well-maintained, and the medical care I received was top-notch. The doctors were knowledgeable and took the time to explain everything thoroughly. Overall, I felt well taken care of and would highly recommend this hospital for anyone in need of medical attention"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/117789836055364288612/reviews?hl=en,Andry Kurniawan,5,2 years ago,"My family's favorite hospital. The service is really good, friendly, fast and responsive. The environment is also really clean and tidy. The doctors and nurses are super friendly, kind and respond quickly. This is really cool. The service is really satisfying. From the service of taking care of the health facilities, everything is really easy and fast."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/117789836055364288612/reviews?hl=en,Andry Kurniawan,5,2 years ago,"My family's favorite hospital. The service is really good, friendly, fast and responsive. The environment is also really clean and tidy. The doctors and nurses are super friendly, kind and respond quickly. This is really cool. The service is really satisfying. From the service of taking care of the health facilities, everything is really easy and fast."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/112105190450490188109/reviews?hl=en,Wisnu Abu Hilmy,5,3 years ago,"The emergency staff and doctor are great, no delaying time and doctor is helping and answering the question well."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/112105190450490188109/reviews?hl=en,Wisnu Abu Hilmy,5,3 years ago,"The emergency staff and doctor are great, no delaying time and doctor is helping and answering the question well."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/104007459038389606359/reviews?hl=en,Putriayu,2,2 years ago,"I've experienced many unpleasant services. Strated from the queue that aren't strict, so people can easily pass by without waiting up in line. I've been waiting for 4 patients, but end up patients after my number (number 11 12 etc and I'm patient number 10) they come up and get the treatment done when they haven't call my name yet. I've waited for +2 hours. Not only that, the cashier and system aren't good at all. You'll probably ended up waiting like 1 hour or more just to get those things to clear up.

They can't even answer why are people after my number get the treatment done first. Smh."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/104007459038389606359/reviews?hl=en,Putriayu,2,2 years ago,"I've experienced many unpleasant services. Strated from the queue that aren't strict, so people can easily pass by without waiting up in line. I've been waiting for 4 patients, but end up patients after my number (number 11 12 etc and I'm patient number 10) they come up and get the treatment done when they haven't call my name yet. I've waited for +2 hours. Not only that, the cashier and system aren't good at all. You'll probably ended up waiting like 1 hour or more just to get those things to clear up.

They can't even answer why are people after my number get the treatment done first. Smh."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/101650957155647647591/reviews?hl=en,Yunita Putri,5,3 years ago,"The service at the kids ER is efficient, the doctors and nurses are very friendly 😍❤️ thanks JIH! …"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/101650957155647647591/reviews?hl=en,Yunita Putri,5,3 years ago,"The service at the kids ER is efficient, the doctors and nurses are very friendly 😍❤️ thanks JIH! …"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/113907457906875992567/reviews?hl=en,Elfarobbi Muhammad,1,a year ago,"NO, BIG NO!!, absolutely not recomended for first time with dokter wahy SP.A (gastro), i came here 2 times to check my first baby, 2 times come here and very unsatisfied with diferent dokter, and the last we came here, we met dokter wahy SP.A (gastro), when consulting with dokter wahy, as i understand from dokter wahy, we need to check lab, for less than 1 hour, and come back again to dokter wahy, so she can explain the result, but when we finished for check lab, actually, dokter wahy has went to home, they leave us before they finished the consultation, cost has running for consultation in JIH, as one of the best hospitals in Jogja, it does not guarantee good service, so we pay consultasion with dokter wahy in JIH, without get the result, why my baby get sick? How to treatment my baby? How to explain the result from lab? This is very DISAPPOINTING, and actually, not only me at the time, there are maybe 3 families who were disapointed by the dokter wahy, they leave us before finished the consultation, ABSOLUTELY RUDE!"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/113907457906875992567/reviews?hl=en,Elfarobbi Muhammad,1,a year ago,"NO, BIG NO!!, absolutely not recomended for first time with dokter wahy SP.A (gastro), i came here 2 times to check my first baby, 2 times come here and very unsatisfied with diferent dokter, and the last we came here, we met dokter wahy SP.A (gastro), when consulting with dokter wahy, as i understand from dokter wahy, we need to check lab, for less than 1 hour, and come back again to dokter wahy, so she can explain the result, but when we finished for check lab, actually, dokter wahy has went to home, they leave us before they finished the consultation, cost has running for consultation in JIH, as one of the best hospitals in Jogja, it does not guarantee good service, so we pay consultasion with dokter wahy in JIH, without get the result, why my baby get sick? How to treatment my baby? How to explain the result from lab? This is very DISAPPOINTING, and actually, not only me at the time, there are maybe 3 families who were disapointed by the dokter wahy, they leave us before finished the consultation, ABSOLUTELY RUDE!"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/102091341710123559707/reviews?hl=en,Arcelion Eynar Diandro,5,8 months ago,"supports Islam, the doctors are good, the nurses are friendly, the place is nice"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/102091341710123559707/reviews?hl=en,Arcelion Eynar Diandro,5,8 months ago,"supports Islam, the doctors are good, the nurses are friendly, the place is nice"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/117042864020586475467/reviews?hl=en,Titya Sumarsono,4,2 years ago,"The service is ok. The staffs are friendly. Except when you go to ob/gyn clinic, the administration/nurse there will ask you within ear shot range where other patients / people could hear, the purpose of your visit to ob/gyn.

I have never encountered this kind of SOP (standard of procedure) before in other private hospitals in Indonesia.

Also, covid has long been announced no longer a pandemic, but from time to time they will ask you to wear mask, even tho you are healthy.

Some of the med also are twice the price of what other hospitals sells."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/117042864020586475467/reviews?hl=en,Titya Sumarsono,4,2 years ago,"The service is ok. The staffs are friendly. Except when you go to ob/gyn clinic, the administration/nurse there will ask you within ear shot range where other patients / people could hear, the purpose of your visit to ob/gyn.

I have never encountered this kind of SOP (standard of procedure) before in other private hospitals in Indonesia.

Also, covid has long been announced no longer a pandemic, but from time to time they will ask you to wear mask, even tho you are healthy.

Some of the med also are twice the price of what other hospitals sells."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/103882482952621705797/reviews?hl=en,Adli Trirafdi,5,8 years ago,"Very spacious parking lot both for motor and car. There are so many gardens circling the hospital, giving the visitor a fresh start even before entering the hospital. All the staff, nurse, and even doctor are very nice and friendly. So much medical equipment and specialist in this hospital. All rooms have air conditioner. If you really have any medical problems, come here. It will take up some of your money but its worth with the service"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/103882482952621705797/reviews?hl=en,Adli Trirafdi,5,8 years ago,"Very spacious parking lot both for motor and car. There are so many gardens circling the hospital, giving the visitor a fresh start even before entering the hospital. All the staff, nurse, and even doctor are very nice and friendly. So much medical equipment and specialist in this hospital. All rooms have air conditioner. If you really have any medical problems, come here. It will take up some of your money but its worth with the service"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/110004269446685656876/reviews?hl=en,Danar To,5,2 years ago,"The best private own hospital in Yogyakarta.
They offer satisfying service.
We can get our daily bill by mail or hardcopy.
They also have good doctors and polite staffs.

They accept various insurance but they do not accept BPJS. ( RS JIH tidak bekerjasama dengan BPJS)."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/110004269446685656876/reviews?hl=en,Danar To,5,2 years ago,"The best private own hospital in Yogyakarta.
They offer satisfying service.
We can get our daily bill by mail or hardcopy.
They also have good doctors and polite staffs.

They accept various insurance but they do not accept BPJS. ( RS JIH tidak bekerjasama dengan BPJS)."
JIH Hospital,Hospital,https://www.google.com/maps/contrib/109359394838039179720/reviews?hl=en,Nicky Sabella,5,9 years ago,"This hospital really lives up to their title, ""international hospital."" So I came to some local hospitals for a check up and they were (well, sadly) closed on weekend. I tried looking on another hospitals and found JIH, and then came there for the first time. All the staffs would greet you with a smile and everyone was really kind and helpful. And it is not that expensive at all if you are wondering. The buildings are superb, the interiors are just like hotels and I didn't smell any strong medicine there, if you fear hospitals and their strong smell of medicine, I guess you wouldn't fear any of that here. It is very clean and comfortable. They also play some cool music too. Really worth the visit!"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/109359394838039179720/reviews?hl=en,Nicky Sabella,5,9 years ago,"This hospital really lives up to their title, ""international hospital."" So I came to some local hospitals for a check up and they were (well, sadly) closed on weekend. I tried looking on another hospitals and found JIH, and then came there for the first time. All the staffs would greet you with a smile and everyone was really kind and helpful. And it is not that expensive at all if you are wondering. The buildings are superb, the interiors are just like hotels and I didn't smell any strong medicine there, if you fear hospitals and their strong smell of medicine, I guess you wouldn't fear any of that here. It is very clean and comfortable. They also play some cool music too. Really worth the visit!"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/104669260713439957463/reviews?hl=en,Michal,1,2 years ago,"I didn't have a good experience. We used hospital for my child to be born in here. It tottaly ruined my experience as a new parent. Instead to feel a joy my baby is born and go home doctor said they will keep him for observation. After my wife delivered, doctor decided to keep my baby for 3 days and we couldn't take him home, reason cause he vomited probably from the waters which broke quite early night before. Only mother is allowed to visit baby in the babies room, The explanation about it's condition was that it needed an oxygen because breathing was not smooth, after few hours all was fine and he was breathing well. He didnt have to use it anymore. They said he could have got infection from broken waters so they need to give it some antibiotics. There was no 100% assurance, that there is infection. Just in case as he vomitted twice after being born. We agreed to everything of course as we trusted doctor. It made us very stressed to know, that something can be wrong with the baby. They kept me in anxiety and fear that my child might be unhealthy.  When we had time to see it, we didn't notice anything wrong with it. Even though hospital made tests and they said that everything was fine, we still couldn't take him home. We had to take a hotel next to hospital so we were close. It is an extra expense, and extra logistics. We came back to hospital and everything was fine with the baby. So my question is why do you keep giving antibiotics and keep a needles in a tiny baby,  rather than let parents take care and trust in immune system? If we would observe he is unhealthy we could look for extra help. What I know for sure is that antibiotics can ruin immune system and make baby weaker. Antibiotics might have many side effects which can be negative for health. Mothers milk is natural medicine and keep baby healthy and strong. Also how is it that even though we took a package which should include all treatment in hospital, we still were charged extra for things they didn't ask if we want or not? So hospital decide, they are not confirming with you, and ask if you want to pay for extra treatment. They just give you the bill and you have no choice but to pay, and it is not cheap. How convinient for you. Price for delivering baby is like few months of average salary in Indonesia + extras on side. They just rip you off on every corner.  We just kept waiting for some news for hours and kept stressed and prayed a lot. They told us that baby is fine but keeping it for observation. They must give antibiotics no matter baby is all right. If everything is fine with baby why do you inject it with antibiotics?. It is a heartless treatment. There are many other things they made wrong but it would be too long to write. I will never let my wife deliver a baby in hospital. Better find better place, more natural were you feel cared for. It is corporation and everything is a business, they will suck out a lot of money from you and of course bpjs is not working in this hospital. We chose it as it is close to home. They make package but still charge extra... Very convinient for hospital, shame on you RS JIH"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/104669260713439957463/reviews?hl=en,Michal,1,2 years ago,"I didn't have a good experience. We used hospital for my child to be born in here. It tottaly ruined my experience as a new parent. Instead to feel a joy my baby is born and go home doctor said they will keep him for observation. After my wife delivered, doctor decided to keep my baby for 3 days and we couldn't take him home, reason cause he vomited probably from the waters which broke quite early night before. Only mother is allowed to visit baby in the babies room, The explanation about it's condition was that it needed an oxygen because breathing was not smooth, after few hours all was fine and he was breathing well. He didnt have to use it anymore. They said he could have got infection from broken waters so they need to give it some antibiotics. There was no 100% assurance, that there is infection. Just in case as he vomitted twice after being born. We agreed to everything of course as we trusted doctor. It made us very stressed to know, that something can be wrong with the baby. They kept me in anxiety and fear that my child might be unhealthy.  When we had time to see it, we didn't notice anything wrong with it. Even though hospital made tests and they said that everything was fine, we still couldn't take him home. We had to take a hotel next to hospital so we were close. It is an extra expense, and extra logistics. We came back to hospital and everything was fine with the baby. So my question is why do you keep giving antibiotics and keep a needles in a tiny baby,  rather than let parents take care and trust in immune system? If we would observe he is unhealthy we could look for extra help. What I know for sure is that antibiotics can ruin immune system and make baby weaker. Antibiotics might have many side effects which can be negative for health. Mothers milk is natural medicine and keep baby healthy and strong. Also how is it that even though we took a package which should include all treatment in hospital, we still were charged extra for things they didn't ask if we want or not? So hospital decide, they are not confirming with you, and ask if you want to pay for extra treatment. They just give you the bill and you have no choice but to pay, and it is not cheap. How convinient for you. Price for delivering baby is like few months of average salary in Indonesia + extras on side. They just rip you off on every corner.  We just kept waiting for some news for hours and kept stressed and prayed a lot. They told us that baby is fine but keeping it for observation. They must give antibiotics no matter baby is all right. If everything is fine with baby why do you inject it with antibiotics?. It is a heartless treatment. There are many other things they made wrong but it would be too long to write. I will never let my wife deliver a baby in hospital. Better find better place, more natural were you feel cared for. It is corporation and everything is a business, they will suck out a lot of money from you and of course bpjs is not working in this hospital. We chose it as it is close to home. They make package but still charge extra... Very convinient for hospital, shame on you RS JIH"
JIH Hospital,Hospital,https://www.google.com/maps/contrib/115717557498159774487/reviews?hl=en,Nila K.S,5,6 years ago,"You have to pay extra for their service but it's worth it. The place is clean and the service is fast. The best part tho, is the lack of crowds. This hospital isn't as crowded as the other big hospitals and thus, very comfortable. I hope the management staff keep up the good work."
